"","H1.Bulk.28.FD.mapped.bam","H1.Bulk.29.mapped.bam","H1.Bulk.30.mapped.bam","H1.Bulk.Litter.4.mapped.bam","H1.Bulk.Litter.5.mapped.bam","H1.Bulk.Litter.6.mapped.bam","H1.Rhizo.25.mapped.bam","H1.Rhizo.26.FD.mapped.bam","H1.Rhizo.27.mapped.bam","H1.Rhizo.Litter.1.mapped.bam","H1.Rhizo.Litter.2.mapped.bam","H1.Rhizo.Litter.3.mapped.bam","H2.Bulk.34.mapped.bam","H2.Bulk.35.mapped.bam","H2.Bulk.36.mapped.bam","H2.Bulk.Litter.10.mapped.bam","H2.Bulk.Litter.11.mapped.bam","H2.Bulk.Litter.12.mapped.bam","H2.Bulk.Litter.50.mapped.bam","H2.Rhizo.31.mapped.bam","H2.Rhizo.32.mapped.bam","H2.Rhizo.33.mapped.bam","H2.Rhizo.Litter.49.mapped.bam","H2.Rhizo.Litter.7.mapped.bam","H2.Rhizo.Litter.8.mapped.bam","H2.Rhizo.Litter.9.mapped.bam","H3.Bulk.40.mapped.bam","H3.Bulk.41.mapped.bam","H3.Bulk.42.mapped.bam","H3.Bulk.Litter.16.mapped.bam","H3.Bulk.Litter.17.mapped.bam","H3.Rhizo.37.mapped.bam","H3.Rhizo.39.mapped.bam","H3.Rhizo.Litter.13.mapped.bam","H3.Rhizo.Litter.14.mapped.bam","H3.Rhizo.Litter.15.mapped.bam","H4.Bulk.46.mapped.bam","H4.Bulk.47.mapped.bam","H4.Bulk.48.mapped.bam","H4.Bulk.Litter.22.mapped.bam","H4.Bulk.Litter.23.mapped.bam","H4.Bulk.Litter.24.mapped.bam","H4.Rhizo.43.mapped.bam","H4.Rhizo.44.mapped.bam","H4.Rhizo.45.mapped.bam","H4.Rhizo.Litter.19.mapped.bam","H4.Rhizo.Litter.20.mapped.bam","H4.Rhizo.Litter.21.mapped.bam"
"H3_Bulk_42_scaffold_22865_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H3_Bulk_Litter_17_scaffold_12753_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2_Bulk_36_scaffold_2332_1",77,88,44,50,53,26,71,78,63,27,48,39,75,29,163,47,63,43,26,72,71,70,81,33,41,8,63,70,58,35,67,74,0,38,57,24,46,29,29,24,8,26,32,20,47,17,11,18
"H1_Bulk_Litter_4_scaffold_15953_1",27,19,22,33,55,46,38,18,21,16,28,28,19,16,29,14,23,18,19,28,14,20,45,18,27,2,11,18,21,8,19,17,0,7,19,17,4,5,8,2,0,5,9,1,9,2,2,5
"H1_Bulk_Litter_5_scaffold_30439_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H4_Bulk_Litter_24_scaffold_12200_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H4_Rhizo_45_scaffold_29059_1",8,9,5,5,12,4,24,13,5,8,18,19,5,2,13,4,7,5,4,12,11,21,20,15,8,0,6,9,3,2,6,17,0,4,6,4,4,14,10,15,3,15,34,14,32,10,17,17
"H2_Rhizo_Litter_8_scaffold_7278_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2_Rhizo_Litter_8_scaffold_22454_1",5,2,4,1,7,2,28,35,22,9,33,7,2,1,3,1,1,0,3,12,27,4,26,21,36,0,10,0,16,3,24,7,0,11,4,6,2,5,0,7,0,20,2,2,0,2,0,10
"H1_Rhizo_26_FD_scaffold_8147_1",26,18,13,24,33,17,65,144,47,30,42,63,20,21,20,20,30,20,19,105,64,56,84,46,165,7,93,30,52,38,133,42,2,28,42,27,13,18,12,18,5,24,29,12,18,16,9,25
"H4_Rhizo_43_scaffold_28988_1",5,3,5,5,14,6,13,12,7,7,16,9,2,1,7,2,4,6,7,4,4,13,17,10,10,0,2,6,3,3,5,10,0,1,6,3,5,7,7,11,2,18,33,11,27,7,8,9
"H4_Bulk_Litter_24_scaffold_16249_2",4,4,1,2,3,2,11,6,5,3,10,2,3,1,6,3,0,0,0,6,2,7,19,2,5,0,2,3,2,3,9,3,0,3,3,2,0,5,4,15,1,38,2,2,2,3,0,3
"H1_Bulk_Litter_4_scaffold_3456_1",33,20,18,15,18,8,24,22,21,15,26,13,26,25,15,8,25,23,20,36,15,22,26,13,14,0,16,18,20,13,24,12,0,12,27,17,18,8,6,10,4,13,6,2,16,4,4,24
"H4_Bulk_48_scaffold_34602_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_27908_1",29,13,19,10,43,11,36,23,18,15,24,23,31,15,29,13,19,10,11,20,36,22,54,20,20,2,16,15,15,11,21,19,0,6,26,16,34,38,13,34,11,58,32,38,31,22,12,25
"H3_Rhizo_39_scaffold_78_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H3_Bulk_Litter_17_scaffold_6001_2",8,4,2,2,3,5,5,5,5,4,1,10,2,4,1,5,3,5,1,6,7,4,9,5,2,0,6,4,1,3,73,2,0,4,2,2,8,3,3,1,5,5,3,1,5,5,1,2
"H2_Rhizo_31_scaffold_4099_2",2,6,4,1,3,0,5,2,5,0,3,3,3,8,7,2,2,2,5,6,1,2,5,4,5,2,1,1,3,3,5,1,0,1,2,0,1,1,2,0,0,2,2,2,0,0,0,4
"H2_Rhizo_Litter_49_scaffold_59796_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_12420_1",7,6,4,46,81,39,22,11,7,24,43,72,8,7,9,20,24,36,16,38,25,12,52,17,31,1,11,8,14,9,31,4,1,9,23,15,0,1,2,2,2,1,10,8,4,4,8,4
"H1_Rhizo_26_FD_scaffold_4257_2",7,6,9,1,4,3,5,13,6,2,4,5,6,11,9,7,4,6,8,4,5,5,6,2,4,0,5,6,6,5,5,2,0,3,10,3,5,2,4,3,0,2,2,2,8,3,0,3
"H4_Rhizo_45_scaffold_3187_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Rhizo_27_scaffold_4333_1",12,20,21,7,16,8,14,22,19,4,11,10,20,17,13,12,9,11,7,21,10,21,21,10,9,0,12,12,4,17,9,8,0,7,19,8,9,2,5,4,4,10,3,0,7,6,1,7
"H2_Bulk_Litter_11_25063_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_24836_1",28,19,10,12,11,3,29,26,14,7,22,11,14,11,16,6,12,8,6,20,9,19,31,11,21,1,25,33,19,13,14,9,0,6,22,16,2,1,3,2,1,8,7,2,12,2,1,2
"H2_Rhizo_Litter_49_scaffold_43161_2",0,1,1,0,2,0,0,0,1,2,3,2,3,0,2,2,1,2,0,0,3,0,13,3,3,0,0,0,0,2,1,2,0,1,10,2,3,0,2,4,4,3,1,1,1,1,3,1
"H4_Bulk_Litter_24_scaffold_5987_1",4,2,6,3,5,1,7,7,4,4,13,1,5,1,3,1,2,0,1,4,5,4,8,5,13,2,8,3,3,3,10,1,0,2,2,3,1,9,0,11,0,43,5,1,4,7,0,11
"H3_Bulk_40_scaffold_5524_1",20,19,8,12,10,3,27,11,21,8,9,11,9,11,17,2,11,8,10,17,12,12,15,9,15,4,16,24,18,10,10,8,0,7,13,8,2,2,4,3,0,2,6,0,8,1,2,3
"H1_Bulk_Litter_5_scaffold_13309_1",8,6,7,10,29,7,24,16,10,5,31,10,10,7,1,3,9,5,3,20,15,8,16,9,17,1,24,13,8,12,9,5,0,10,16,8,2,4,1,14,0,17,7,6,11,3,3,12
"H3_Bulk_Litter_17_scaffold_13192_2",1,3,1,1,0,0,1,4,4,5,1,1,0,0,1,0,0,0,0,1,9,3,2,2,10,0,4,1,3,6,14,1,0,1,1,5,1,3,0,4,0,7,0,0,0,0,0,0
"H4_Bulk_Litter_22_scaffold_32222_1",27,22,21,11,17,9,50,43,33,9,37,25,19,14,27,10,10,4,7,29,23,23,62,14,25,2,24,21,16,19,26,26,0,4,14,16,21,40,18,97,7,113,19,13,24,18,8,33
"H2_Rhizo_32_scaffold_5571_2",7,6,2,1,2,3,5,7,2,1,3,1,4,8,9,2,3,3,4,2,6,5,8,2,2,0,0,3,2,0,2,0,0,3,2,2,3,2,0,0,2,4,0,1,4,0,0,1
"H1_Rhizo_27_scaffold_7195_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2_Bulk_Litter_12_scaffold_6059_2",4,2,1,3,3,0,4,6,3,1,4,0,5,3,6,1,4,6,4,3,5,2,4,4,3,1,2,2,1,2,9,3,0,2,5,3,1,1,3,0,1,1,0,1,4,1,0,3
"H2_Bulk_Litter_50_scaffold_6061_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H4_Bulk_46_scaffold_14184_1",15,12,16,6,17,10,12,18,18,5,10,4,18,19,6,10,10,14,15,12,18,20,13,4,5,1,19,16,15,13,9,3,0,7,13,9,47,19,22,19,16,19,12,9,18,21,6,15
"H3_Rhizo_Litter_14_scaffold_23814_1",0,3,0,1,2,2,10,1,5,1,4,4,2,0,2,2,0,0,2,8,5,4,0,2,3,2,1,5,1,1,4,1,0,1,7,4,5,1,1,3,1,7,2,0,4,1,3,2
"H4_Rhizo_45_scaffold_11732_1",15,11,15,5,7,6,23,13,20,9,5,10,11,6,23,6,7,2,6,18,17,19,19,12,14,0,5,8,8,5,4,22,0,9,6,7,14,12,5,9,8,13,10,4,33,6,1,6
"H1_Rhizo_25_scaffold_18497_1",25,23,26,10,14,10,62,29,41,17,25,15,21,15,37,11,10,5,8,40,32,35,33,21,23,0,21,12,9,14,16,16,0,8,13,12,18,37,30,35,8,84,25,8,32,13,10,29
"H2_Bulk_36_scaffold_9937_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H4_Rhizo_Litter_21_scaffold_5115_1",10,6,7,11,9,2,9,14,11,4,25,9,15,9,17,7,9,12,83,7,6,40,24,17,8,1,19,16,4,17,0,7,0,9,7,8,0,2,1,13,13,6,4,5,20,6,4,56
"H4_Bulk_Litter_24_scaffold_37695_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Rhizo_25_scaffold_11967_1",7,4,8,1,3,2,34,15,10,7,5,8,9,3,4,4,2,1,7,6,6,13,12,11,6,0,5,4,2,2,8,1,0,6,4,0,0,3,0,0,1,3,4,1,6,2,3,5
"H4_Bulk_46_scaffold_6068_3",8,8,8,5,12,2,20,11,12,4,11,5,10,4,4,7,4,5,2,11,8,6,9,4,7,7,2,3,4,3,6,0,0,1,7,3,31,20,12,12,10,15,13,11,13,10,4,17
"H4_Bulk_47_scaffold_2275_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H4_Bulk_Litter_22_scaffold_8827_1",16,10,7,1,13,2,36,17,11,7,15,19,13,7,9,6,1,8,7,9,15,17,18,13,14,0,16,2,14,11,8,5,1,6,5,8,8,11,3,34,1,65,3,5,19,8,2,20
"H1_Rhizo_27_scaffold_20529_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2_Bulk_36_scaffold_1894_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2_Rhizo_33_scaffold_7742_1",11,8,10,4,10,2,20,13,17,9,16,9,8,7,16,4,7,5,6,5,23,10,35,6,23,0,16,5,10,13,15,23,0,5,7,7,20,21,9,56,5,30,17,5,6,20,6,16
"H1_Rhizo_27_scaffold_9409_1",25,10,14,5,15,5,22,9,32,15,17,12,15,11,5,9,11,14,12,23,32,22,37,15,40,0,7,7,11,11,7,13,0,7,13,9,31,19,17,15,24,18,21,12,30,17,14,12
"H2_Bulk_Litter_12_scaffold_5351_1",24,25,20,15,16,19,40,20,32,14,26,26,30,26,32,15,15,23,16,24,19,26,24,20,11,2,13,14,18,11,19,9,0,11,26,16,1,3,2,0,1,8,0,4,2,1,1,5
